participant_id,best_nll,AIC,BIC
1,222.50024495974245,445.0004899194849,445.0004899194849
2,169.8210592371866,339.6421184743732,339.6421184743732
3,171.2073535983065,342.414707196613,342.414707196613
4,228.73856958478194,457.4771391695639,457.4771391695639
5,169.12791205662666,338.2558241132533,338.2558241132533
6,169.8210592371866,339.6421184743732,339.6421184743732
7,170.51420641774655,341.0284128354931,341.0284128354931
8,169.12791205662666,338.2558241132533,338.2558241132533
9,169.8210592371866,339.6421184743732,339.6421184743732
10,167.74161769550676,335.4832353910135,335.4832353910135
11,169.8210592371866,339.6421184743732,339.6421184743732
12,224.57968650142226,449.1593730028445,449.1593730028445
13,171.90050077886644,343.8010015577329,343.8010015577329
14,172.59364795942636,345.1872959188527,345.1872959188527
15,163.58273461214708,327.16546922429416,327.16546922429416
16,169.12791205662666,338.2558241132533,338.2558241132533
17,219.72765623750266,439.4553124750053,439.4553124750053
18,169.8210592371866,339.6421184743732,339.6421184743732
19,169.8210592371866,339.6421184743732,339.6421184743732
20,225.2728336819822,450.5456673639644,450.5456673639644
21,167.74161769550676,335.4832353910135,335.4832353910135
22,224.57968650142226,449.1593730028445,449.1593730028445
23,166.35532333438687,332.71064666877373,332.71064666877373
24,222.50024495974245,445.0004899194849,445.0004899194849
25,227.35227522366205,454.7045504473241,454.7045504473241
26,168.4347648760667,336.8695297521334,336.8695297521334
27,227.35227522366205,454.7045504473241,454.7045504473241
28,165.66217615382692,331.32435230765384,331.32435230765384
29,165.66217615382692,331.32435230765384,331.32435230765384
30,169.8210592371866,339.6421184743732,339.6421184743732
31,225.2728336819822,450.5456673639644,450.5456673639644
32,227.35227522366205,454.7045504473241,454.7045504473241
33,228.73856958478194,457.4771391695639,457.4771391695639
34,222.50024495974245,445.0004899194849,445.0004899194849
35,170.51420641774655,341.0284128354931,341.0284128354931
36,170.51420641774655,341.0284128354931,341.0284128354931
37,219.72765623750266,439.4553124750053,439.4553124750053
38,167.74161769550676,335.4832353910135,335.4832353910135
39,169.8210592371866,339.6421184743732,339.6421184743732
40,168.4347648760667,336.8695297521334,336.8695297521334
41,224.57968650142226,449.1593730028445,449.1593730028445
42,228.73856958478194,457.4771391695639,457.4771391695639
43,169.12791205662666,338.2558241132533,338.2558241132533
44,167.0484705149468,334.0969410298936,334.0969410298936
45,164.27588179270703,328.55176358541405,328.55176358541405
46,169.12791205662666,338.2558241132533,338.2558241132533
47,225.2728336819822,450.5456673639644,450.5456673639644
48,169.12791205662666,338.2558241132533,338.2558241132533
49,167.0484705149468,334.0969410298936,334.0969410298936
50,229.4317167653419,458.8634335306838,458.8634335306838
51,224.57968650142226,449.1593730028445,449.1593730028445
52,211.40989007078332,422.81978014156664,422.81978014156664
53,169.8210592371866,339.6421184743732,339.6421184743732
54,160.11699870934737,320.23399741869474,320.23399741869474
55,167.0484705149468,334.0969410298936,334.0969410298936
56,169.8210592371866,339.6421184743732,339.6421184743732
57,169.12791205662666,338.2558241132533,338.2558241132533
58,162.88958743158713,325.77917486317426,325.77917486317426
59,171.90050077886644,343.8010015577329,343.8010015577329
60,167.0484705149468,334.0969410298936,334.0969410298936
61,228.045422404222,456.090844808444,456.090844808444
62,142.78831919534872,285.57663839069744,285.57663839069744
63,167.74161769550676,335.4832353910135,335.4832353910135
64,168.4347648760667,336.8695297521334,336.8695297521334
65,170.51420641774655,341.0284128354931,341.0284128354931
66,227.35227522366205,454.7045504473241,454.7045504473241
67,169.8210592371866,339.6421184743732,339.6421184743732
68,168.4347648760667,336.8695297521334,336.8695297521334
69,172.59364795942636,345.1872959188527,345.1872959188527
70,169.8210592371866,339.6421184743732,339.6421184743732
71,168.4347648760667,336.8695297521334,336.8695297521334
72,170.51420641774655,341.0284128354931,341.0284128354931
73,227.35227522366205,454.7045504473241,454.7045504473241
74,163.58273461214708,327.16546922429416,327.16546922429416
75,226.6591280431021,453.3182560862042,453.3182560862042
76,167.74161769550676,335.4832353910135,335.4832353910135
77,229.4317167653419,458.8634335306838,458.8634335306838
78,167.74161769550676,335.4832353910135,335.4832353910135
79,165.66217615382692,331.32435230765384,331.32435230765384
80,164.96902897326697,329.93805794653395,329.93805794653395
81,166.35532333438687,332.71064666877373,332.71064666877373
82,171.2073535983065,342.414707196613,342.414707196613
83,170.51420641774655,341.0284128354931,341.0284128354931
84,226.6591280431021,453.3182560862042,453.3182560862042
85,230.81801112646178,461.63602225292357,461.63602225292357
86,169.8210592371866,339.6421184743732,339.6421184743732
87,163.58273461214708,327.16546922429416,327.16546922429416
88,225.96598086254215,451.9319617250843,451.9319617250843
89,225.96598086254215,451.9319617250843,451.9319617250843
90,228.045422404222,456.090844808444,456.090844808444
91,227.35227522366205,454.7045504473241,454.7045504473241
92,169.12791205662666,338.2558241132533,338.2558241132533
93,169.12791205662666,338.2558241132533,338.2558241132533
94,169.8210592371866,339.6421184743732,339.6421184743732
95,225.96598086254215,451.9319617250843,451.9319617250843
96,198.9332408207043,397.8664816414086,397.8664816414086
97,221.8070977791825,443.614195558365,443.614195558365
98,222.50024495974245,445.0004899194849,445.0004899194849
99,226.6591280431021,453.3182560862042,453.3182560862042
100,170.51420641774655,341.0284128354931,341.0284128354931
